plot,blk,trt,plt.date,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,site.year,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,weed.check,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.kgha,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
413,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,10,1m2,0,0,0,0,24,38,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,12,standard (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,15,1m2,0,0,0,0,24,8,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,12,standard (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,9,1m2,0,0,8,8,24,12,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,12,standard (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,10,1m2,0,0,0,0,24,30,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,12,standard (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,8,1m2,0,0,0,0,24,38,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,13,standard (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,14,1m2,0,0,0,0,24,8,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,13,standard (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,8,1m2,0,0,0,0,24,12,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,13,standard (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,9,1m2,0,0,0,0,24,30,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,13,standard (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,7,1m2,0,0,0,0,24,38,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,10,1m2,0,0,0,0,24,8,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,11,1m2,0,0,0,0,24,12,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,13,1m2,0,0,0,0,24,30,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,6,1m2,0,0,0,0,24,38,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,7,early (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,15,1m2,0,0,0,0,24,8,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,7,early (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,13,1m2,0,0,0,0,24,12,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,7,early (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,18,1m2,0,0,0,0,24,30,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,7,early (1 DAP),boot,boot,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,13,1m2,0,0,16,16,24,38,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,8,early (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,13,1m2,0,0,0,0,24,8,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,8,early (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,17,1m2,0,0,8,8,24,12,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,8,early (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,9,1m2,0,0,0,0,24,30,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,8,early (1 DAP),anthesis,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,12,1m2,0,0,0,0,24,38,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,10,early (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,14,1m2,0,0,4,4,24,8,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,early (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,16,1m2,0,0,0,0,24,12,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,10,early (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,11,1m2,0,0,0,0,24,30,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,10,early (1 DAP),anthesis/POST,anthesis,no,DE,na,DE22,2022,POST (-1 DAT),palmer amaranth,15,1m2,0,0,0,0,24,38,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,0,0,0,24,2,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3274.395,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,15,1m2,0,0,0,0,24,1,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3694.634,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,2,2,4,24,7,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3059.084,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,14,1m2,0,0,4,4,24,4,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3472.709,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,0,4,4,7.87,2,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3751.165,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,0,2,2,7.87,1,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3452.073,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,19,1m2,0,2,8,10,7.87,7,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3497.367,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,4,4,7.87,4,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,191.2,3419.118,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,0,10,10,7.87,2,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,2368.666,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,10,12,22,7.87,1,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3591.609,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,8,8,7.87,7,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3517.916,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b4,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,14,1m2,0,3,0,3,7.87,4,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3919.067,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,b1,14,standard (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,0,0,7.87,2,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3570.357,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,14,standard (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,0,4,4,7.87,1,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,4005.711,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,14,standard (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,2,8,10,7.87,7,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3842.152,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,14,standard (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,14,1m2,0,4,4,8,7.87,4,no,,,no,,,yes,utc,late,yes,utc,late,yes,338.2,3135.3,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,6,early (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,28,1m2,0,0,2,2,7.87,2,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,2971.678,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,6,early (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,23,1m2,0,0,0,0,7.87,1,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,3628.878,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,6,early (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,25,1m2,0,0,4,4,7.87,7,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,3915.603,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,6,early (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,24,1m2,0,2,6,8,7.87,4,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,2992.445,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,9,early (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,29,1m2,0,2,0,2,7.87,2,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,4024.173,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,9,early (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,20,1m2,0,0,0,0,7.87,1,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,2517.407,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,9,early (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,27,1m2,0,0,0,0,7.87,7,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,4075.411,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,9,early (1 DAP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,25,1m2,0,0,2,2,7.87,4,yes,utc,early,yes,utc,early,no,,,no,,,yes,321.8,3353.372,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,2,standard (14 DPP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,20,1m2,2,6,12,20,7.87,2,no,,,no,,,no,,,no,,,yes,191.2,3804.402,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,2,standard (14 DPP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,2,2,4,7.87,1,no,,,no,,,no,,,no,,,yes,191.2,3792.893,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,2,standard (14 DPP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,4,2,6,7.87,7,no,,,no,,,no,,,no,,,yes,191.2,3526.135,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,2,standard (14 DPP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,13,1m2,0,2,4,6,7.87,4,no,,,no,,,no,,,no,,,yes,191.2,2599.407,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,3,standard (14 DPP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,2,0,2,7.87,2,no,,,no,,,no,,,no,,,yes,191.2,3727.215,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,3,standard (14 DPP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,4,0,4,7.87,1,no,,,no,,,no,,,no,,,yes,191.2,3715.182,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,3,standard (14 DPP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,0,8,8,7.87,7,no,,,no,,,no,,,no,,,yes,191.2,2864.069,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,3,standard (14 DPP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,15,1m2,0,0,4,4,7.87,4,no,,,no,,,no,,,no,,,yes,191.2,2527.475,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,5,standard (14 DPP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,0,0,7.87,2,no,,,no,,,no,,,no,,,yes,191.2,4068.618,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,standard (14 DPP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,13,1m2,0,0,4,4,7.87,1,no,,,no,,,no,,,no,,,yes,191.2,2530.459,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,5,standard (14 DPP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,14,1m2,0,2,4,6,7.87,7,no,,,no,,,no,,,no,,,yes,191.2,3114.727,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,14,1m2,0,0,0,0,7.87,4,no,,,no,,,no,,,no,,,yes,191.2,2933.026,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,12,standard (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,2,4,0,6,7.87,2,no,,,no,,,no,,,no,,,yes,338.2,3942.464,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
202,b2,12,standard (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,0,4,4,7.87,1,no,,,no,,,no,,,no,,,yes,338.2,3644.691,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,12,standard (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,9,9,7.87,7,no,,,no,,,no,,,no,,,yes,338.2,3653.736,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,12,standard (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,0,4,4,7.87,4,no,,,no,,,no,,,no,,,yes,338.2,3905.685,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,13,standard (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,0,2,2,7.87,2,no,,,no,,,no,,,no,,,yes,338.2,4233.467,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,13,standard (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,15,1m2,2,4,4,10,7.87,1,no,,,no,,,no,,,no,,,yes,338.2,2949.111,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,13,standard (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,0,0,0,7.87,7,no,,,no,,,no,,,no,,,yes,338.2,3686.652,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
402,b4,13,standard (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,17,1m2,0,6,10,16,7.87,4,no,,,no,,,no,,,no,,,yes,338.2,3554.903,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,2,2,4,7.87,2,no,,,no,,,no,,,no,,,yes,338.2,3772.01,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,18,1m2,0,0,4,4,7.87,1,no,,,no,,,no,,,no,,,yes,338.2,3899.11,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,15,1m2,0,0,0,0,7.87,7,no,,,no,,,no,,,no,,,yes,338.2,2488.129,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,16,1m2,0,2,14,16,7.87,4,no,,,no,,,no,,,no,,,yes,338.2,3077.696,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,26,1m2,0,0,2,2,7.87,2,no,,,no,,,no,,,no,,,yes,321.8,4169.711,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,25,1m2,0,0,0,0,7.87,1,no,,,no,,,no,,,no,,,yes,321.8,3772.369,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,29,1m2,0,2,8,10,7.87,7,no,,,no,,,no,,,no,,,yes,321.8,3965.298,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,24,1m2,0,0,2,2,7.87,4,no,,,no,,,no,,,no,,,yes,321.8,3406.862,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,29,1m2,0,0,0,0,7.87,2,no,,,no,,,no,,,no,,,yes,321.8,3839.847,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,28,1m2,0,2,0,2,7.87,1,no,,,no,,,no,,,no,,,yes,321.8,3390.709,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,26,1m2,0,0,2,2,7.87,7,no,,,no,,,no,,,no,,,yes,321.8,3698.21,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,24,1m2,0,0,2,2,7.87,4,no,,,no,,,no,,,no,,,yes,321.8,3283.425,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,26,1m2,0,0,0,0,7.87,2,no,,,no,,,no,,,no,,,yes,321.8,4087.953,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,24,1m2,0,0,2,2,7.87,1,no,,,no,,,no,,,no,,,yes,321.8,4012.591,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,26,1m2,0,0,0,0,7.87,7,no,,,no,,,no,,,no,,,yes,321.8,4883.826,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),common ragweed,24,1m2,0,0,4,4,7.87,4,no,,,no,,,no,,,no,,,yes,321.8,3048.37,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,16,1m2,0,0,8,8,11.25,11,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,13,1m2,0,0,6,6,11.25,4,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,15,1m2,0,2,16,18,11.25,22,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,1,standard (14 DPP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,15,1m2,0,0,4,4,11.25,8,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,14,1m2,0,0,14,14,11.25,11,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,13,1m2,0,0,2,2,11.25,4,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,16,1m2,0,0,26,26,11.25,22,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,4,standard (14 DPP),POST,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,14,1m2,2,2,8,12,11.25,8,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,18,1m2,0,0,0,0,11.25,11,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,15,1m2,0,0,12,12,11.25,4,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,11,standard (1 DAP),no residual,no residual,yes,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,18,1m2,0,0,6,6,11.25,22,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
